Owner,Collection City,Collection City Geocoordinates,Binder,Number,Composer,Nationality,Title,Opera,Pub. City,Pub. State,Pub. Country,Pub. Coordinates,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.86,17,"Ascher, Joseph",Dutch,Orgie,,Mainz,,Germany,"49.9841900, 8.2791000",B. Schott,,1850,Piano music,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.86,18,"Schulhoff, Jules",Czech,Souvenir de varsovie : mazurka,,Vienna,,Austria,"48.2084900, 16.3720800",Spina,,1850,Piano music,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.86,19,"Voss, Charles",German,Macbeth : grande fantaisie brillante,,Offenbach,,Germany,"50.1006000, 8.7664700",Jean Andre,,1850,Piano music,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.86,20,"Wallace, William Vincent",Irish,Night winds : nocturne,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Piano music,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.86,21,"Bellini, Vincenzo",Italian,Fantasie pour le piano La Straniera de Bellini,Straniera,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Martin & Beals,,1850,Piano music,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,1,"Wallace, William Vincent",Irish,Cradle song,,New York,New York,United States,"40.7142700, -74.0059700",,,1850,Songs with piano,1,1
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,2,"Donizetti, Gaetano",Italian,Ah se il fratel,Belisario,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1853,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,3,"Verdi, Giuseppe",Italian,Te sol quest anima,Atilla,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,4,"Daly, Julia",,Dying Camille,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1856,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,5,"Neukomm, Sigismond",Austrian,When my father and my mother forsake me,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,6,"Spohr, Louis",German,To Minona : a German serenade,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,0,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,7,"Schubert, Franz",Austrian,Forelle,,Vienna,,Austria,"48.2084900, 16.3720800",Diabelli,,1850,Songs with piano,1,1
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,8,"Rossini, Gioacchino",Italian,Usato ardir,Semiramide,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1854,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,9,"Horn, Charles Edward",English,Wanderer,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1853,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,10,"Wallace, William Vincent",Irish,Pretty things young lovers say,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,11,"Ilsley, E. Clarke",American,Home & friends : ballad,,Albany,New York,United States,"42.6525800, -73.7562300",J.H. Hidley,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,12,,,Ah my child,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,1
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,13,"Strakosch, Maurice",Czech immigrant,Moonlight of the night : song,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,14,"Reichardt, Alexander",Austrian,Good night : cradle song,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,15,"Fesca, Alexander",German,Rothes Roslein,,Braunschweig,,Germany,"52.2659400, 10.5267300",G.M. Meyer,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,16,"Spohr, Louis",German,Shepherd to his fair one,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,17,"Kücken, Friedrich Wilhelm",German,Jewish maiden,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,18,"Krebs, Carl August",German,Parting,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,19,"Kücken, Friedrich Wilhelm",German,Vocal duets,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,1853,1850,Vocal duets with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,20,"Donizetti, Gaetano",Italian,Lute song : o that I never more might see,Anna Bolena,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,1
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,21,Francoe,,Down the burn Davy love : a favorite Scotch song,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,22,"Boott, Francis",American,"Dormi, Jesu! : the virgin's cradle-hymn",,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1859,1850,Songs with piano,1,0
Laura Nisbet Boykin,Macon,"32.8406900, -83.6324000",LOC M1 .A15 v.87,23,"Rossini, Gioacchino",Italian,Una voce poco fa,Barbiere di Siviglia,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,1,"White, Charles Albert",American,Put me in my little bed,,Boston,Massachusetts,United States,"42.3584300, -71.0597700","White, Smith & Perry",1870,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,2,"Wrighton, W. T. (William Thomas)",English,Dearest spot of earth to me is home,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Beck & Lawton,1857,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,3,"Webster, Joseph Philbrick",American,Lorena,,Chicago,Illinois,United States,"41.8500300, -87.6500500",H.M. Higgins,1861,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,4,"Hays, Will S. (William Shakespeare)",American,Lone grave by the sea,,Louisville,Kentucky,United States,"38.2542400, -85.7594100",Tripp & Cragg,1862,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,5,,,Now I lay me down to sleep,,New York,New York,United States,"40.7142700, -74.0059700",William A. Pond,1866,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,6,"Webster, Joseph Philbrick",American,Old man dreams : songs and chorus,,Chicago,Illinois,United States,"41.8500300, -87.6500500",H.M. Higgins,1860,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,7,"Bauer, Theo.",,Only waiting; song pianoforte accompaniment,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Th. A. Schmidt,1860,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,8,"Work, Henry C. (Henry Clay)",American,"Babylon is fallen! : song and chorus : sequel to ""Kingdom coming""",,Chicago,Illinois,United States,"41.8500300, -87.6500500",Root & Cady,1863,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,9,"A'Becket, Thomas",American,Wife's dream,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",William H. Coulston,1860,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,10,"Hatton, John Liptrot",English,"Good-bye, sweetheart, good-bye",,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,11,"Mignon, Auguste",,Meet me by the running brook,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1855,1860,Songs with piano,0,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,12,"Thomas, J. R. (John Rogers)",Welsh immigrant,Beautiful isle of the sea : song,,New York,New York,United States,"40.7142700, -74.0059700",William A. Pond,1865,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,13,"Verdi, Giuseppe",Italian,Night dews are weeping : from Verdi's celebrated opera Il Trovatore,Trovatore,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1860,1860,Songs with guitar,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,14,"Leslie, Ernest",American,"Rock me to sleep, mother",,Boston,Massachusetts,United States,"42.3584300, -71.0597700",G.D. Russell and Company,1860,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,15,,,Oh! cast that shadow from thy brow; a favorite ballad,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",W.C. Peters,,1860,Songs with piano,0,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,16,"Keller, Matthias",German immigrant,"Mother, oh! Sing me to rest",,New York,New York,United States,"40.7142700, -74.0059700",William A. Pond,1862,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,17,"Balfe, M. W. (Michael William)",Irish,Then you'll remember me,Bohemian girl,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,18,"Kittredge, Walter",American,Tenting on the old camp ground,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1864,1860,Songs with piano,0,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,19,"Trigg, Joseph",,Geneve,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1860,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,20,"Hess, Charles",,Ah! Woe is me : ballad,,Nashville,Tennessee,United States,"36.1658900, -86.7844400",E. Morton,1854,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,21,"Hessler, Fred.",,Gentle Mary,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",W. H. Coulston,1858,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,22,"Root, George F. (George Frederick)",American,Just after the battle,,Chicago,Illinois,United States,"41.8500300, -87.6500500",Root & Cady,1863,1860,Songs with piano,0,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,23,"Foster, Stephen Collins",American,Parthenia to Ingomar,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1859,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,24,"Foster, Stephen Collins",American,Beautiful dreamer,,New York,New York,United States,"40.7142700, -74.0059700",William A. Pond,1864,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,25,"Hays, Will S. (William Shakespeare)",American,Mary's waiting at the window,,St. Louis,Missouri,United States,"38.6272700, -90.1978900",J.L. Peters,1866,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,26,"Bellini, Vincenzo",Italian,"Son geloso del zefiro errante; duetto nell opera La sonnambula. Good night, my love",Sonnambula,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1856,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,27,"Deming, L. L., Mrs.",,I cannot sing to night; ballad,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Henry Tolman & Co.,1854,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,28,"Thompson, H. S. (Henry S.)",American,Annie Lisle: solo and chorus,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1860,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,29,"Groebl, F. Luis",,Song of the family cat,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",R. Meyer,1866,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,30,"Glover, Stephen",English,Valley of Chamouni,,New York,New York,United States,"40.7142700, -74.0059700",S.T. Gordon,,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,31,"Root, George F. (George Frederick)",American,There's music in the air,,,,United States,,,,1860,Songs with piano,0,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,32,"Hays, Will S. (William Shakespeare)",American,Write me a letter from home; a beautiful song & chorus,,New York,New York,United States,"40.7142700, -74.0059700",J.L. Peters,1866,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,33,"Work, Henry C. (Henry Clay)",American,"Come home, father : song and chorus",,Chicago,Illinois,United States,"41.8500300, -87.6500500",Root & Cady,1864,1860,Songs with piano,0,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,34,"Work, Henry C. (Henry Clay)",American,"Nellie, lost & found; song and chorus",,Chicago,Illinois,United States,"41.8500300, -87.6500500",Root & Cady,1863,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,35,"Winner, Septimus",American,Pretty Sallie; popular ballad,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",William R. Smith,1863,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,36,"Thomas, J. R. (John Rogers)",Welsh immigrant,Leaves that fall in spring; ballad,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,1859,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,37,"Magruder, James E.",,I have no mother now,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Henry McCaffrey,1857,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,38,"Work, Henry C. (Henry Clay)",American,"Ring the bell, watchman! Song and chorus",,Chicago,Illinois,United States,"41.8500300, -87.6500500",Root & Cady,1865,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,39,"Foster, Stephen Collins",American,Under the willow she's sleeping; song,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Son & Co.",1863,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,40,"Ward, Charlie L.",,Old play ground,,Louisville,Kentucky,United States,"38.2542400, -85.7594100",Tripp & Cragg,1855,1860,Songs with piano,1,1
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,41,"Root, George F. (George Frederick)",American,"Kiss me, mother, kiss your darling; song and chorus",,Chicago,Illinois,United States,"41.8500300, -87.6500500",Root & Cady,1864,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,42,"Fletcher, John",,When I saw sweet Nellie home; ballad,,New York,New York,United States,"40.7142700, -74.0059700",William A. Pond,1859,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,43,"Verdi, Giuseppe",Italian,"Oh thou for whom my bosom burns (Oh tu che l, alma adora) with recitative and cavatina As in the eve the gentle dew (Come ruguiada al cespite) from Verdi's opera of Ernani",Ernani,Boston,Massachusetts,United States,"42.3584300, -71.0597700",G.P. Reed,1847,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,44,"Thomas, J. R. (John Rogers)",Welsh immigrant,Annie of the vale,,Macon,Georgia,United States,"32.8406900, -83.6324000",James F. Weeks,,1860,Songs with piano,1,0
Emma Shirley Barton Aldridge,Tuscumbia,"34.7312, -87.70253",LOC M1 .A15 v.88,45,"Hanby, Benjamin Russel",American,Darling Nelly Gray,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1857,1860,Songs with guitar,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,1,,,Star spangled banner,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1850,Songs with piano,1,1
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,2,"Ives, E. (Elam), Jr.",American,Song of the Greek Amazon,,Cincinnati,Ohio,United States,"39.1620000, -84.4568900",W.C. Peters,,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,3,"Glover, Stephen",English,Gipsy countess,,Wilmington,Delaware,United States,"39.7459500, -75.5465900",Duffy & Miller,,1850,Vocal duets with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,4,"Mack, Edward",German immigrant,Rock me to sleep,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Marsh,1861,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,5,"Tucker, Henry",American,"Weeping, sad and lonely, or When this cruel war is over",,Brooklyn,New York,United States,"40.650002, -73.949997",Sawyer & Thompson,1868,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,6,"Thompson, H. S. (Henry S.)",American,Annie Lisle: solo and chorus,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1860,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,7,"Knight, Joseph Philip",English,Rocked in the cardle of the deep,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1853,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,8,"Glover, Charles William",English,Do they think of me at home?,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1859,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,9,"Hewitt, John Hill",American,"Sleeping I dreamed, love",,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,1844,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,10,"Verdi, Giuseppe",Italian,We'll laugh and sing all cares away,Traviata,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Beck & Lawton,,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,11,,,Songs of the Florences,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1859,1850,Songs with piano,1,1
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,12,"Woolcott, Francis",,Oh! No we never talk in French,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",John Marsh,1848,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,13,"Buckley, Frederick",English immigrant,Song my mother loved to sing,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,1857,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,14,"Wallace, William Vincent",Irish,There is a flower that bloometh,Maritana,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Songs with piano,0,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,15,"Frazer, John J.",,Try again,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,16,"Wynkoop, Aurelia",,Sweet spring is coming,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Beck & Lawton,1857,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,17,"Frazer, John J.",,Mazurka,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,1857,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,18,"Winner, Joseph E. (Joseph Eastburn)",American,Angel friends,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Septimus Winner,1862,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,19,,,Rhinoceros,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,,1850,Songs with piano,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,20,,,[Flowers of autumn],,Cleveland,Ohio,United States,"41.4995000, -81.6954100",S. Brainard,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,21,"Ascher, Joseph",Dutch,Cascade de roses,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1850,Piano music,1,1
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,22,"Slack, J. H.",,"Home, sweet home",,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Beck & Lawton,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,23,"Voss, Charles",German,Carneval de Venise,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,24,"Lefébure-Wély, Louis James Alfred",French,Cloches du monastere,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,,1850,Piano music,1,1
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,25,"Oesten, Theodore",German,[Selam],,Bonn,,Germany,"50.7343800, 7.0954800",Simrock,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,26,"Grobe, Charles",German immigrant,Dear spirit hear me,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,27,"Valentine, Thomas",,Aria alla Scozzese,,Louisville,Kentucky,United States,"38.2542400, -85.7594100",David P. Faulds,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,28,"Harriss, A. S.",,Banjo : an original imitation,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",R. Wittig,,1850,Piano music,1,1
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,29,"Jungmann, Albert",Austrian,Heimweh,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",G. Andre,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,30,"Dressler, William",English immigrant,"Styrian song, waltz",,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,1854,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,31,"Badarzewska, Thekla",Polish,Priere d'une vierge,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Beck & Lawton,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,32,"Bubna, A. de (Alexander)",,Anvil chorus from Il Trovatore,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1850,Piano music,1,0
Elizabeth A. Morrow,Wilmington,"39.7459500, -75.5465900",LOC M1 .A15 v.89,33,"Grobe, Charles",German immigrant,Perpetual feast,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",Miller & Beacham,,1850,Piano music,1,0
